"Date","Day","Route","Time","Location","Incident","Direction","Vehicle","Delay"
2024-09-22,"Sunday",102,"14:52:36","BLOOR AND MANNING","Security","N",6603,0
2024-07-03,"Wednesday",110,"03:44:30","BLOOR AND MANNING","General Delay","N",7772,0
2024-05-25,"Saturday",113,"19:26:44","FINCH STATION","General Delay","N",6837,0
2024-01-24,"Wednesday",104,"05:08:03","MAIN STATION","General Delay","E",6727,0
2024-03-29,"Friday",100,"03:09:34","FINCH STATION","Vision","S",6999,0
2024-03-30,"Saturday",97,"20:14:29","MAIN STATION","General Delay","N",7159,0
2024-06-26,"Wednesday",101,"10:33:19","KEELE AND GLENLAKE","Mechanical","W",7607,1
2024-08-10,"Saturday",85,"16:59:18","KEELE AND GLENLAKE","Mechanical","E",9032,1
2024-02-07,"Wednesday",101,"01:55:17","BLOOR AND MANNING","Security","N",7949,0
2024-01-31,"Wednesday",101,"20:22:31","BLOOR AND MANNING","General Delay","N",8233,0
2024-10-05,"Saturday",93,"14:36:59","FINCH STATION","Security","S",7901,0
2024-04-16,"Tuesday",113,"06:17:21","BLOOR AND MANNING","Mechanical","S",8539,1
2024-11-25,"Monday",119,"06:48:04","PARLIAMENT AND BLOOR","Security","N",7372,0
2024-03-05,"Tuesday",98,"18:06:01","KEELE AND GLENLAKE","Security","N",6146,0
2024-11-02,"Saturday",97,"21:43:37","BLOOR AND MANNING","General Delay","N",8584,0
2024-07-28,"Sunday",91,"02:33:39","MAIN STATION","Mechanical","S",5681,1
2024-10-10,"Thursday",98,"04:04:09","FINCH STATION","Security","E",6767,0
2024-03-19,"Tuesday",84,"16:31:34","BLOOR AND MANNING","Security","N",7437,0
2024-11-21,"Thursday",94,"01:31:27","FINCH STATION","Security","S",5666,0
2024-03-10,"Sunday",107,"17:08:48","PARLIAMENT AND BLOOR","Vision","S",5190,1
2024-02-14,"Wednesday",100,"07:47:46","FINCH STATION","Vision","S",6122,0
2024-10-03,"Thursday",94,"08:14:17","MAIN STATION","General Delay","S",5352,0
2024-03-12,"Tuesday",112,"03:32:26","PARLIAMENT AND BLOOR","Mechanical","N",6907,1
2024-07-02,"Tuesday",111,"15:31:17","KEELE AND GLENLAKE","Mechanical","N",6922,1
2024-09-30,"Monday",105,"22:01:13","BLOOR AND MANNING","Security","S",6943,1
2024-01-06,"Saturday",89,"13:49:24","KEELE AND GLENLAKE","Security","N",6317,0
2024-02-13,"Tuesday",100,"15:04:56","BLOOR AND MANNING","General Delay","N",6865,0
2024-07-08,"Monday",108,"15:50:19","PARLIAMENT AND BLOOR","Security","S",5562,0
2024-12-26,"Thursday",92,"14:37:48","MAIN STATION","Mechanical","S",8085,1
2024-08-26,"Monday",93,"11:57:53","MAIN STATION","Vision","S",8501,0
2024-01-01,"Monday",107,"09:42:28","BLOOR AND MANNING","Security","E",6737,0
2024-07-12,"Friday",111,"22:06:55","BLOOR AND MANNING","General Delay","E",7681,0
2024-10-17,"Thursday",93,"13:12:38","PARLIAMENT AND BLOOR","Security","S",8462,0
2024-01-24,"Wednesday",111,"23:03:27","KEELE AND GLENLAKE","Mechanical","S",7609,1
2024-07-07,"Sunday",93,"01:26:00","BLOOR AND MANNING","Security","S",6875,0
2024-05-02,"Thursday",107,"23:01:48","KEELE AND GLENLAKE","General Delay","S",8455,0
2024-11-27,"Wednesday",86,"10:54:37","FINCH STATION","Security","E",5979,0
2024-11-02,"Saturday",103,"19:10:12","FINCH STATION","General Delay","N",6980,0
2024-03-04,"Monday",96,"15:41:08","BLOOR AND MANNING","Vision","E",6361,0
2024-04-27,"Saturday",82,"01:04:12","FINCH STATION","Mechanical","S",5724,1
2024-03-24,"Sunday",99,"20:19:01","BLOOR AND MANNING","Mechanical","N",8436,1
2024-10-29,"Tuesday",84,"01:35:06","FINCH STATION","Mechanical","N",6995,1
2024-05-09,"Thursday",124,"01:12:25","PARLIAMENT AND BLOOR","Vision","N",8278,0
2024-06-30,"Sunday",92,"00:09:17","PARLIAMENT AND BLOOR","Security","S",9141,0
2024-06-24,"Monday",106,"20:28:27","FINCH STATION","Mechanical","E",8533,1
2024-06-03,"Monday",98,"21:29:18","BLOOR AND MANNING","Mechanical","S",6117,1
2024-11-19,"Tuesday",111,"14:09:34","BLOOR AND MANNING","Security","N",7106,0
2024-04-27,"Saturday",96,"10:57:29","PARLIAMENT AND BLOOR","Vision","N",6774,0
2024-02-19,"Monday",104,"18:15:32","BLOOR AND MANNING","Mechanical","S",6416,1
2024-10-26,"Saturday",88,"03:10:11","PARLIAMENT AND BLOOR","Mechanical","S",7261,1
2024-09-09,"Monday",106,"13:28:26","BLOOR AND MANNING","General Delay","N",6254,0
2024-09-10,"Tuesday",104,"13:29:04","KEELE AND GLENLAKE","Security","E",8237,0
2024-10-24,"Thursday",98,"15:02:59","BLOOR AND MANNING","Security","W",6065,0
2024-02-06,"Tuesday",106,"01:27:45","KEELE AND GLENLAKE","Security","S",7763,0
2024-01-14,"Sunday",103,"07:16:15","FINCH STATION","Mechanical","E",7203,1
2024-09-07,"Saturday",106,"04:57:20","MAIN STATION","Mechanical","N",8084,1
2024-09-20,"Friday",98,"06:04:14","FINCH STATION","Vision","S",7507,0
2024-06-12,"Wednesday",118,"07:02:06","FINCH STATION","Vision","N",7115,0
2024-06-07,"Friday",85,"21:09:34","PARLIAMENT AND BLOOR","Mechanical","N",7972,1
2024-12-13,"Friday",95,"06:02:46","FINCH STATION","Vision","N",6815,0
2024-05-09,"Thursday",82,"23:09:50","FINCH STATION","Vision","N",5859,0
2024-06-23,"Sunday",91,"09:45:07","MAIN STATION","Mechanical","N",6801,1
2024-08-29,"Thursday",96,"21:14:06","MAIN STATION","Security","E",7647,0
2024-09-18,"Wednesday",96,"10:19:44","KEELE AND GLENLAKE","Mechanical","N",7136,1
2024-07-28,"Sunday",104,"16:36:26","MAIN STATION","Security","S",6891,0
2024-09-26,"Thursday",88,"13:45:13","PARLIAMENT AND BLOOR","Vision","S",8336,0
2024-01-24,"Wednesday",106,"23:28:36","PARLIAMENT AND BLOOR","Mechanical","N",8405,1
2024-02-07,"Wednesday",89,"18:05:44","BLOOR AND MANNING","Security","N",5989,0
2024-09-09,"Monday",79,"11:01:34","MAIN STATION","Security","S",5707,1
2024-09-25,"Wednesday",86,"22:42:52","FINCH STATION","Security","E",8161,0
2024-12-07,"Saturday",91,"17:27:18","KEELE AND GLENLAKE","Vision","S",7464,0
2024-09-05,"Thursday",100,"14:14:10","BLOOR AND MANNING","Mechanical","N",6628,1
2024-09-17,"Tuesday",104,"22:50:54","MAIN STATION","Mechanical","E",7802,1
2024-09-22,"Sunday",110,"01:15:04","KEELE AND GLENLAKE","Mechanical","S",5182,1
2024-07-25,"Thursday",102,"09:40:49","FINCH STATION","General Delay","E",5736,0
2024-05-04,"Saturday",91,"18:30:29","FINCH STATION","Mechanical","N",8372,1
2024-03-06,"Wednesday",111,"18:47:24","KEELE AND GLENLAKE","Vision","S",6338,0
2024-10-23,"Wednesday",88,"12:57:57","PARLIAMENT AND BLOOR","General Delay","W",6964,0
2024-03-30,"Saturday",99,"02:07:21","MAIN STATION","Mechanical","N",7478,1
2024-12-24,"Tuesday",103,"12:53:21","FINCH STATION","Mechanical","N",6838,1
2024-10-31,"Thursday",107,"14:24:55","FINCH STATION","Security","N",8395,0
2024-07-20,"Saturday",91,"18:45:45","FINCH STATION","Security","N",9269,0
2024-06-28,"Friday",106,"22:01:07","FINCH STATION","Mechanical","E",6320,1
2024-01-23,"Tuesday",87,"12:02:26","FINCH STATION","Security","N",6726,0
2024-09-20,"Friday",95,"08:07:57","KEELE AND GLENLAKE","Security","E",4915,0
2024-05-13,"Monday",104,"05:43:06","FINCH STATION","Vision","N",8998,1
2024-05-23,"Thursday",83,"17:29:38","BLOOR AND MANNING","Vision","E",6351,0
2024-03-30,"Saturday",102,"13:20:04","BLOOR AND MANNING","Security","E",8884,0
2024-05-19,"Sunday",81,"10:07:53","FINCH STATION","General Delay","S",6175,0
2024-01-23,"Tuesday",81,"03:00:38","PARLIAMENT AND BLOOR","Mechanical","N",7411,1
2024-03-14,"Thursday",92,"14:03:10","BLOOR AND MANNING","Security","N",6675,0
2024-08-08,"Thursday",95,"13:46:29","KEELE AND GLENLAKE","General Delay","W",6657,0
2024-02-24,"Saturday",108,"15:23:02","PARLIAMENT AND BLOOR","General Delay","E",7989,0
2024-10-28,"Monday",96,"15:59:35","FINCH STATION","Vision","N",7468,0
2024-01-07,"Sunday",99,"23:31:02","MAIN STATION","Security","S",6012,0
2024-04-13,"Saturday",111,"18:31:42","FINCH STATION","Security","S",5052,0
2024-11-24,"Sunday",91,"17:38:16","KEELE AND GLENLAKE","Mechanical","W",5644,1
2024-12-09,"Monday",94,"20:46:45","BLOOR AND MANNING","Mechanical","N",6869,1
2024-07-19,"Friday",98,"09:27:59","PARLIAMENT AND BLOOR","Mechanical","S",7442,1
2024-04-30,"Tuesday",96,"20:16:58","KEELE AND GLENLAKE","Vision","N",6959,0
2024-11-16,"Saturday",95,"15:55:08","MAIN STATION","Mechanical","S",6088,1
2024-10-22,"Tuesday",98,"09:03:51","BLOOR AND MANNING","Mechanical","S",7237,1
2024-11-19,"Tuesday",115,"10:57:03","KEELE AND GLENLAKE","Mechanical","W",5840,1
2024-04-13,"Saturday",106,"14:34:12","PARLIAMENT AND BLOOR","Vision","W",5537,0
2024-09-10,"Tuesday",95,"22:34:24","FINCH STATION","Vision","N",7406,0
2024-05-12,"Sunday",93,"09:26:40","KEELE AND GLENLAKE","Vision","N",6260,0
2024-04-02,"Tuesday",83,"04:35:53","FINCH STATION","Mechanical","N",5408,1
2024-12-22,"Sunday",107,"06:12:13","KEELE AND GLENLAKE","General Delay","S",8420,0
2024-04-09,"Tuesday",100,"04:24:27","FINCH STATION","General Delay","W",6809,0
2024-06-01,"Saturday",101,"03:57:54","KEELE AND GLENLAKE","Mechanical","S",6748,1
2024-07-23,"Tuesday",91,"06:18:02","PARLIAMENT AND BLOOR","General Delay","N",9832,0
2024-12-01,"Sunday",102,"19:42:44","PARLIAMENT AND BLOOR","Vision","N",7482,0
2024-07-03,"Wednesday",107,"13:48:12","FINCH STATION","Security","N",6124,0
2024-02-18,"Sunday",109,"17:25:45","BLOOR AND MANNING","Mechanical","E",8623,1
2024-10-22,"Tuesday",98,"22:40:52","FINCH STATION","Mechanical","S",6575,1
2024-01-27,"Saturday",105,"00:05:55","BLOOR AND MANNING","Vision","N",7240,0
2024-12-15,"Sunday",91,"00:51:22","MAIN STATION","Mechanical","N",7436,1
2024-03-15,"Friday",89,"08:48:55","KEELE AND GLENLAKE","Vision","S",6923,0
2024-11-11,"Monday",94,"10:01:13","PARLIAMENT AND BLOOR","Security","E",7306,0
2024-08-13,"Tuesday",109,"07:28:54","PARLIAMENT AND BLOOR","Security","S",7265,0
2024-06-16,"Sunday",114,"16:39:11","KEELE AND GLENLAKE","Security","N",5978,0
2024-10-02,"Wednesday",89,"03:02:12","BLOOR AND MANNING","Mechanical","N",6092,1
2024-12-17,"Tuesday",108,"20:21:02","PARLIAMENT AND BLOOR","Vision","W",6550,0
2024-08-03,"Saturday",94,"09:01:04","BLOOR AND MANNING","Vision","N",7869,0
2024-01-07,"Sunday",91,"07:56:28","BLOOR AND MANNING","Vision","S",7704,0
2024-07-12,"Friday",104,"04:04:58","FINCH STATION","Mechanical","N",3756,1
2024-11-02,"Saturday",95,"01:21:03","BLOOR AND MANNING","Security","N",7725,0
2024-12-09,"Monday",97,"22:36:33","PARLIAMENT AND BLOOR","Security","E",6133,0
2024-02-24,"Saturday",101,"02:43:47","KEELE AND GLENLAKE","Vision","S",8505,0
2024-11-22,"Friday",127,"16:25:45","MAIN STATION","Security","N",7079,0
2024-02-14,"Wednesday",90,"03:08:26","MAIN STATION","Mechanical","N",7310,1
2024-12-08,"Sunday",92,"15:24:58","MAIN STATION","Security","W",6422,0
2024-07-21,"Sunday",96,"22:58:31","MAIN STATION","Mechanical","N",6858,1
2024-05-30,"Thursday",94,"18:00:15","FINCH STATION","Vision","W",6536,0
2024-05-16,"Thursday",81,"05:02:52","KEELE AND GLENLAKE","Vision","S",5016,0
2024-05-28,"Tuesday",102,"18:25:42","FINCH STATION","Mechanical","S",7752,1
2024-03-28,"Thursday",109,"05:07:32","FINCH STATION","Mechanical","N",8888,1
2024-02-20,"Tuesday",94,"20:38:29","FINCH STATION","General Delay","W",7698,0
2024-08-26,"Monday",92,"02:57:10","BLOOR AND MANNING","Mechanical","E",6515,1
2024-09-10,"Tuesday",98,"14:49:16","KEELE AND GLENLAKE","Security","N",6945,0
2024-10-28,"Monday",111,"07:39:15","FINCH STATION","Mechanical","W",6910,1
2024-11-08,"Friday",108,"09:01:05","MAIN STATION","Mechanical","N",6812,1
2024-07-09,"Tuesday",94,"03:50:20","MAIN STATION","Security","E",7309,0
2024-03-09,"Saturday",88,"16:41:42","PARLIAMENT AND BLOOR","Vision","N",6671,0
2024-03-17,"Sunday",99,"02:58:23","KEELE AND GLENLAKE","Mechanical","N",6511,1
2024-03-18,"Monday",118,"03:12:38","MAIN STATION","Security","N",6856,0
2024-09-24,"Tuesday",88,"03:32:53","MAIN STATION","Mechanical","N",7683,1
2024-04-24,"Wednesday",131,"14:33:07","MAIN STATION","Mechanical","W",6666,1
2024-07-10,"Wednesday",99,"05:45:28","BLOOR AND MANNING","General Delay","S",6737,0
2024-10-16,"Wednesday",93,"13:32:53","FINCH STATION","Mechanical","S",8393,1
2024-05-18,"Saturday",85,"12:36:38","MAIN STATION","Vision","S",6957,0
2024-07-08,"Monday",103,"21:10:13","FINCH STATION","Security","N",8518,0
2024-05-15,"Wednesday",86,"11:38:41","KEELE AND GLENLAKE","Security","N",5852,0
2024-05-30,"Thursday",89,"11:51:27","BLOOR AND MANNING","Mechanical","S",5262,1
2024-06-26,"Wednesday",100,"11:00:18","FINCH STATION","General Delay","S",6830,0
2024-03-11,"Monday",107,"01:21:35","KEELE AND GLENLAKE","General Delay","S",5783,0
2024-10-09,"Wednesday",99,"10:46:24","FINCH STATION","Mechanical","E",6480,1
2024-01-20,"Saturday",87,"17:44:43","FINCH STATION","Mechanical","E",6332,1
2024-10-16,"Wednesday",110,"19:24:26","PARLIAMENT AND BLOOR","Mechanical","E",6952,1
2024-08-27,"Tuesday",106,"08:23:12","FINCH STATION","Mechanical","N",7121,1
2024-03-20,"Wednesday",97,"06:21:07","KEELE AND GLENLAKE","General Delay","S",8873,0
2024-07-17,"Wednesday",92,"15:46:14","MAIN STATION","Mechanical","N",6207,1
2024-06-03,"Monday",126,"05:26:20","FINCH STATION","Security","S",5989,0
2024-07-05,"Friday",114,"16:10:39","FINCH STATION","Vision","N",5654,0
2024-11-04,"Monday",111,"11:49:37","MAIN STATION","Mechanical","E",8325,1
2024-07-02,"Tuesday",89,"16:31:35","FINCH STATION","Mechanical","N",6425,1
2024-03-14,"Thursday",111,"07:49:47","PARLIAMENT AND BLOOR","Mechanical","N",5173,1
2024-11-03,"Sunday",104,"16:59:41","PARLIAMENT AND BLOOR","General Delay","W",8868,0
2024-11-10,"Sunday",86,"08:58:43","FINCH STATION","Mechanical","S",6476,1
2024-01-31,"Wednesday",102,"03:35:29","PARLIAMENT AND BLOOR","Vision","E",7711,0
2024-05-18,"Saturday",89,"02:16:47","MAIN STATION","Mechanical","N",8127,1
2024-07-24,"Wednesday",117,"05:58:37","FINCH STATION","Mechanical","W",6343,1
2024-02-12,"Monday",123,"18:19:11","BLOOR AND MANNING","Mechanical","S",5726,1
2024-05-23,"Thursday",87,"11:44:57","MAIN STATION","Security","N",8341,0
2024-10-08,"Tuesday",93,"15:41:03","KEELE AND GLENLAKE","Security","N",6132,0
2024-04-10,"Wednesday",99,"00:30:42","BLOOR AND MANNING","General Delay","N",6919,0
2024-09-18,"Wednesday",89,"14:05:49","MAIN STATION","Security","N",8937,0
2024-03-22,"Friday",78,"23:53:33","KEELE AND GLENLAKE","Security","N",6932,1
2024-11-16,"Saturday",100,"16:36:40","MAIN STATION","Security","N",7790,0
2024-06-22,"Saturday",97,"11:34:26","PARLIAMENT AND BLOOR","Security","N",7441,0
2024-11-10,"Sunday",84,"20:58:34","FINCH STATION","Security","E",6478,1
2024-07-23,"Tuesday",87,"23:52:53","PARLIAMENT AND BLOOR","General Delay","N",8064,0
2024-05-17,"Friday",105,"16:38:43","BLOOR AND MANNING","General Delay","S",7141,0
2024-01-01,"Monday",107,"11:55:31","BLOOR AND MANNING","Mechanical","N",6110,1
2024-02-18,"Sunday",111,"03:35:42","FINCH STATION","Vision","E",7058,0
2024-10-04,"Friday",100,"01:13:34","PARLIAMENT AND BLOOR","Security","W",7637,0
2024-03-11,"Monday",98,"09:36:27","FINCH STATION","Security","N",7051,0
2024-09-17,"Tuesday",95,"00:48:09","FINCH STATION","General Delay","E",7193,0
2024-04-03,"Wednesday",113,"10:49:10","BLOOR AND MANNING","Mechanical","S",7956,1
2024-03-27,"Wednesday",100,"03:42:54","FINCH STATION","Mechanical","E",5856,1
2024-08-07,"Wednesday",88,"02:24:30","KEELE AND GLENLAKE","Vision","E",4914,0
2024-11-11,"Monday",78,"15:42:47","BLOOR AND MANNING","Security","S",7878,0
2024-02-28,"Wednesday",104,"03:41:12","FINCH STATION","General Delay","N",8327,0
2024-09-24,"Tuesday",117,"15:49:43","MAIN STATION","General Delay","S",4459,0
2024-05-30,"Thursday",96,"10:04:10","KEELE AND GLENLAKE","Vision","N",4274,1
2024-10-28,"Monday",89,"16:27:59","KEELE AND GLENLAKE","Security","E",7329,0
2024-12-05,"Thursday",80,"17:20:05","FINCH STATION","Vision","S",6182,0
2024-11-28,"Thursday",90,"00:52:21","PARLIAMENT AND BLOOR","Vision","N",5166,0
2024-03-17,"Sunday",109,"05:09:57","MAIN STATION","Vision","N",6837,0
2024-08-28,"Wednesday",77,"10:28:57","PARLIAMENT AND BLOOR","General Delay","E",8950,0
2024-10-25,"Friday",103,"05:02:38","FINCH STATION","Security","E",6138,0
2024-09-11,"Wednesday",83,"19:53:06","MAIN STATION","Vision","W",6490,0
2024-12-09,"Monday",110,"16:37:49","FINCH STATION","Security","S",6061,0
2024-09-28,"Saturday",77,"12:04:22","KEELE AND GLENLAKE","Security","N",6756,0
2024-08-20,"Tuesday",101,"15:02:55","KEELE AND GLENLAKE","Mechanical","W",7275,1
2024-12-09,"Monday",111,"04:55:06","PARLIAMENT AND BLOOR","Mechanical","N",8561,1
2024-04-19,"Friday",93,"14:33:39","KEELE AND GLENLAKE","General Delay","E",6872,0
2024-07-25,"Thursday",104,"01:38:38","MAIN STATION","Mechanical","E",6865,1
2024-02-21,"Wednesday",99,"09:18:20","BLOOR AND MANNING","General Delay","N",6707,0
2024-03-30,"Saturday",110,"23:07:53","PARLIAMENT AND BLOOR","Vision","N",5919,0
2024-02-10,"Saturday",104,"04:48:41","BLOOR AND MANNING","Security","N",6126,0
2024-09-25,"Wednesday",74,"15:18:44","PARLIAMENT AND BLOOR","General Delay","W",7648,0
2024-09-19,"Thursday",99,"00:43:31","KEELE AND GLENLAKE","Security","S",6357,0
2024-06-01,"Saturday",112,"19:11:04","MAIN STATION","General Delay","S",6132,0
2024-04-26,"Friday",102,"14:54:01","PARLIAMENT AND BLOOR","Security","N",7524,0
2024-09-07,"Saturday",95,"13:45:44","BLOOR AND MANNING","Mechanical","E",7127,1
2024-07-13,"Saturday",119,"07:37:29","BLOOR AND MANNING","Security","S",7964,0
2024-10-29,"Tuesday",98,"17:47:26","PARLIAMENT AND BLOOR","Mechanical","N",6418,1
2024-11-09,"Saturday",78,"04:47:44","BLOOR AND MANNING","Mechanical","N",5774,1
2024-09-10,"Tuesday",86,"09:23:54","KEELE AND GLENLAKE","General Delay","N",7874,0
2024-12-08,"Sunday",105,"02:02:05","MAIN STATION","Vision","S",6111,0
2024-10-05,"Saturday",112,"21:48:11","PARLIAMENT AND BLOOR","Vision","W",8332,0
2024-04-16,"Tuesday",111,"12:55:01","MAIN STATION","General Delay","E",6001,0
2024-12-01,"Sunday",106,"07:09:48","MAIN STATION","Mechanical","E",7242,1
2024-03-05,"Tuesday",97,"12:39:36","BLOOR AND MANNING","Vision","S",6331,0
2024-04-30,"Tuesday",100,"09:36:47","BLOOR AND MANNING","Security","S",5982,0
2024-08-22,"Thursday",92,"06:17:59","BLOOR AND MANNING","Security","N",6897,0
2024-10-03,"Thursday",93,"01:39:29","FINCH STATION","Vision","N",6689,0
2024-10-27,"Sunday",101,"23:00:46","KEELE AND GLENLAKE","Mechanical","W",6617,1
2024-10-21,"Monday",98,"05:31:40","PARLIAMENT AND BLOOR","Security","N",5009,0
2024-03-19,"Tuesday",117,"00:21:00","BLOOR AND MANNING","Security","S",8038,0
2024-06-13,"Thursday",103,"05:27:28","FINCH STATION","Mechanical","W",7414,1
2024-09-03,"Tuesday",103,"23:08:19","BLOOR AND MANNING","General Delay","E",5752,0
2024-04-12,"Friday",105,"22:17:02","KEELE AND GLENLAKE","Mechanical","S",7747,1
2024-09-20,"Friday",108,"15:09:13","BLOOR AND MANNING","Mechanical","N",8521,1
2024-07-28,"Sunday",102,"12:52:44","BLOOR AND MANNING","Security","E",6798,0
2024-05-25,"Saturday",110,"04:46:40","FINCH STATION","Security","N",7698,0
2024-05-10,"Friday",102,"09:05:03","PARLIAMENT AND BLOOR","General Delay","N",6598,0
2024-06-15,"Saturday",101,"10:49:28","MAIN STATION","General Delay","S",5127,0
2024-11-12,"Tuesday",112,"08:29:59","MAIN STATION","Security","N",9173,0
2024-06-28,"Friday",89,"18:22:19","KEELE AND GLENLAKE","Vision","N",5810,0
2024-04-20,"Saturday",94,"06:19:17","KEELE AND GLENLAKE","Security","E",8014,0
2024-01-28,"Sunday",114,"12:31:41","FINCH STATION","General Delay","S",8095,0
2024-05-15,"Wednesday",89,"01:04:27","FINCH STATION","General Delay","E",7174,0
2024-11-22,"Friday",99,"22:27:53","KEELE AND GLENLAKE","Vision","N",7508,1
2024-05-04,"Saturday",102,"03:53:11","BLOOR AND MANNING","General Delay","E",8786,0
2024-09-05,"Thursday",76,"20:09:28","BLOOR AND MANNING","General Delay","N",7223,0
2024-11-24,"Sunday",91,"11:22:48","PARLIAMENT AND BLOOR","Mechanical","S",7131,1
2024-08-12,"Monday",97,"20:34:03","FINCH STATION","Security","E",6856,0
2024-12-15,"Sunday",96,"03:17:51","KEELE AND GLENLAKE","Security","N",7429,0
2024-01-01,"Monday",91,"08:35:06","PARLIAMENT AND BLOOR","General Delay","W",6573,0
2024-07-28,"Sunday",89,"17:47:15","KEELE AND GLENLAKE","Security","E",9019,0
2024-05-10,"Friday",95,"19:57:51","KEELE AND GLENLAKE","Mechanical","S",6065,1
2024-12-06,"Friday",120,"11:30:17","KEELE AND GLENLAKE","Mechanical","E",8203,1
2024-05-15,"Wednesday",104,"16:30:16","FINCH STATION","General Delay","N",7851,0
2024-10-16,"Wednesday",108,"14:07:26","BLOOR AND MANNING","Security","W",7767,0
2024-06-11,"Tuesday",104,"15:18:31","BLOOR AND MANNING","General Delay","S",8058,0
2024-11-24,"Sunday",98,"07:39:48","PARLIAMENT AND BLOOR","General Delay","S",7674,1
2024-06-20,"Thursday",118,"14:07:27","FINCH STATION","Vision","W",7252,0
2024-02-24,"Saturday",92,"16:40:47","KEELE AND GLENLAKE","Mechanical","N",8585,1
2024-05-10,"Friday",90,"19:24:40","FINCH STATION","Vision","W",8009,0
2024-08-12,"Monday",109,"00:42:49","FINCH STATION","General Delay","N",7448,0
2024-04-28,"Sunday",114,"23:12:41","KEELE AND GLENLAKE","Mechanical","W",5264,1
2024-10-29,"Tuesday",94,"21:12:39","BLOOR AND MANNING","Mechanical","E",6598,1
2024-08-26,"Monday",81,"05:28:28","MAIN STATION","General Delay","E",6285,0
2024-05-22,"Wednesday",87,"05:50:19","KEELE AND GLENLAKE","Vision","E",7329,0
2024-03-10,"Sunday",118,"21:40:19","FINCH STATION","Vision","E",7798,0
2024-11-24,"Sunday",95,"07:51:51","BLOOR AND MANNING","Mechanical","N",7033,1
2024-05-21,"Tuesday",100,"17:41:07","PARLIAMENT AND BLOOR","Mechanical","S",6497,1
2024-02-23,"Friday",94,"12:10:02","PARLIAMENT AND BLOOR","Vision","S",7072,0
2024-11-15,"Friday",91,"16:38:05","PARLIAMENT AND BLOOR","General Delay","E",7420,0
2024-04-22,"Monday",88,"01:15:47","BLOOR AND MANNING","Mechanical","E",6278,1
2024-12-10,"Tuesday",87,"23:56:35","KEELE AND GLENLAKE","Mechanical","W",6909,1
2024-10-23,"Wednesday",87,"16:54:14","BLOOR AND MANNING","Mechanical","N",6669,1
2024-07-06,"Saturday",100,"16:21:48","KEELE AND GLENLAKE","Security","W",6609,0
2024-02-09,"Friday",119,"03:50:40","KEELE AND GLENLAKE","Mechanical","E",7448,1
2024-03-19,"Tuesday",99,"08:16:30","MAIN STATION","Mechanical","W",6101,1
2024-03-28,"Thursday",97,"13:55:23","FINCH STATION","Mechanical","S",7127,1
2024-11-12,"Tuesday",107,"14:51:11","MAIN STATION","General Delay","W",8121,0
2024-04-07,"Sunday",95,"13:20:57","MAIN STATION","Security","N",6908,0
2024-03-29,"Friday",93,"11:23:06","PARLIAMENT AND BLOOR","Mechanical","N",5909,1
2024-09-28,"Saturday",119,"21:32:13","FINCH STATION","Vision","N",7403,0
2024-05-19,"Sunday",100,"23:53:49","PARLIAMENT AND BLOOR","Vision","N",6689,0
2024-04-18,"Thursday",91,"21:52:44","PARLIAMENT AND BLOOR","Vision","E",9594,1
2024-09-29,"Sunday",98,"22:14:04","KEELE AND GLENLAKE","Security","E",3995,0
2024-05-13,"Monday",107,"14:36:36","BLOOR AND MANNING","Security","E",7537,0
2024-08-25,"Sunday",95,"12:48:28","FINCH STATION","Vision","N",7335,0
2024-01-13,"Saturday",97,"20:18:31","FINCH STATION","General Delay","N",7716,1
2024-11-06,"Wednesday",90,"13:31:30","KEELE AND GLENLAKE","Vision","S",6393,0
2024-06-29,"Saturday",98,"08:21:18","KEELE AND GLENLAKE","Mechanical","W",7688,1
2024-11-12,"Tuesday",96,"18:29:21","PARLIAMENT AND BLOOR","Mechanical","E",7556,1
2024-03-30,"Saturday",101,"06:29:04","BLOOR AND MANNING","Mechanical","N",5848,1
2024-01-10,"Wednesday",113,"20:56:56","FINCH STATION","Mechanical","E",7648,1
2024-07-21,"Sunday",95,"10:07:12","BLOOR AND MANNING","General Delay","N",6608,0
2024-07-23,"Tuesday",113,"04:41:38","MAIN STATION","Vision","W",7796,0
2024-11-19,"Tuesday",96,"20:52:50","BLOOR AND MANNING","Mechanical","N",9803,1
2024-02-03,"Saturday",86,"00:26:12","KEELE AND GLENLAKE","Vision","N",6562,0
2024-11-30,"Saturday",98,"00:58:28","MAIN STATION","Vision","N",7423,0
2024-07-24,"Wednesday",97,"23:33:15","PARLIAMENT AND BLOOR","Vision","S",7014,0
2024-03-06,"Wednesday",103,"10:06:07","KEELE AND GLENLAKE","Mechanical","S",6323,1
2024-10-02,"Wednesday",86,"21:13:09","BLOOR AND MANNING","General Delay","S",7118,0
2024-08-16,"Friday",120,"05:11:30","PARLIAMENT AND BLOOR","General Delay","N",8829,0
2024-02-23,"Friday",88,"19:28:33","PARLIAMENT AND BLOOR","Mechanical","S",3955,1
2024-04-15,"Monday",102,"11:06:31","PARLIAMENT AND BLOOR","General Delay","W",6271,0
2024-05-15,"Wednesday",89,"06:50:16","FINCH STATION","Mechanical","S",6563,1
2024-01-05,"Friday",126,"15:33:26","PARLIAMENT AND BLOOR","General Delay","N",7789,0
2024-04-07,"Sunday",76,"01:42:11","KEELE AND GLENLAKE","Security","S",7507,0
2024-07-28,"Sunday",105,"22:40:03","KEELE AND GLENLAKE","Security","W",6469,1
