"Date","Route","Time","Day","Incident","Direction","Vehicle","delay"
"2024/5/8","43",16:11:00,"Wednesday","General Delay","N",3146,0
"2024/5/8","23",16:14:00,"Wednesday","General Delay",NA,8961,0
"2024/5/8","944",16:15:00,"Wednesday","Utilized Off Route","E",8051,1
"2024/5/8","35",16:18:00,"Wednesday","Investigation","S",1169,1
"2024/5/8","95",16:19:00,"Wednesday","Operations - Operator","E",3469,1
"2024/5/8","44",16:21:00,"Wednesday","Mechanical","S",8053,1
"2024/5/8","900",16:22:00,"Wednesday","Mechanical","N",3333,1
"2024/5/8","935",16:27:00,"Wednesday","Security","N",1117,1
"2024/5/8","76",16:28:00,"Wednesday","Utilized Off Route","S",8214,1
"2024/5/8","116",16:31:00,"Wednesday","Mechanical","S",3417,1
"2024/5/8","40",16:33:00,"Wednesday","Utilized Off Route","S",8036,1
"2024/5/8","9",16:34:00,"Wednesday","Operations - Operator","N",8589,1
"2024/5/8","59",16:35:00,"Wednesday","Mechanical","W",7086,1
"2024/5/8","89",16:36:00,"Wednesday","Collision - TTC","N",7076,1
"2024/5/8","12",16:40:00,"Wednesday","Collision - TTC","E",8569,1
"2024/5/8","79",16:44:00,"Wednesday","General Delay","N",7314,0
"2024/5/8","96",16:57:00,"Wednesday","Security","W",1381,1
"2024/5/8","64",17:05:00,"Wednesday","Operations - Operator","W",8469,1
"2024/5/8","14",17:08:00,"Wednesday","Collision - TTC","N",7270,1
"2024/5/8","32",17:08:00,"Wednesday","Utilized Off Route","E",3743,1
"2024/5/8","97",17:08:00,"Wednesday","Utilized Off Route","N",7091,1
"2024/5/8","44",17:08:00,"Wednesday","Utilized Off Route","S",8067,1
"2024/5/8","924",17:10:00,"Wednesday","Utilized Off Route","N",8498,1
"2024/5/8","94",17:11:00,"Wednesday","Utilized Off Route","W",8567,1
"2024/5/8","937",17:12:00,"Wednesday","Utilized Off Route","E",8116,1
"2024/5/8","34",17:12:00,"Wednesday","Utilized Off Route","E",8822,1
"2024/5/8","61",17:13:00,"Wednesday","Utilized Off Route","S",8326,1
"2024/5/8","54",17:13:00,"Wednesday","Utilized Off Route","E",8686,1
"2024/5/8","924",17:14:00,"Wednesday","Utilized Off Route","N",8542,1
"2024/5/8","95",17:14:00,"Wednesday","Utilized Off Route","S",3638,1
"2024/5/8","47",17:16:00,"Wednesday","Utilized Off Route","S",8361,1
"2024/5/8","35",17:17:00,"Wednesday","Utilized Off Route","S",1118,1
"2024/5/8","995",17:18:00,"Wednesday","Operations - Operator","W",3471,1
"2024/5/8","995",17:18:00,"Wednesday","Operations - Operator","S",3471,1
"2024/5/8","34",17:19:00,"Wednesday","Utilized Off Route","S",8620,1
"2024/5/8","56",17:19:00,"Wednesday","Utilized Off Route","W",8668,1
"2024/5/8","95",17:20:00,"Wednesday","Security","W",3469,1
"2024/5/8","935",17:21:00,"Wednesday","Utilized Off Route","E",1134,1
"2024/5/8",NA,17:23:00,"Wednesday","Utilized Off Route","E",0,1
"2024/5/8","46",17:23:00,"Wednesday","Collision - TTC","S",8083,1
"2024/5/8","54",17:30:00,"Wednesday","Utilized Off Route","E",8649,1
"2024/5/8","14",17:33:00,"Wednesday","Diversion",NA,3730,1
"2024/5/8","65",17:34:00,"Wednesday","Utilized Off Route","N",8529,1
"2024/5/8","985",17:37:00,"Wednesday","Security","S",9054,1
"2024/5/8","8",17:39:00,"Wednesday","Operations - Operator","N",8480,0
"2024/5/8","110",17:49:00,"Wednesday","Mechanical","E",8091,1
"2024/5/8","75",17:50:00,"Wednesday","Collision - TTC","W",8511,1
"2024/5/8","8",17:53:00,"Wednesday","Operations - Operator","N",8608,1
"2024/5/8","985",18:00:00,"Wednesday","Mechanical",NA,9053,1
"2024/5/8","38",18:10:00,"Wednesday","Mechanical","E",3457,1
"2024/5/8","939",18:17:00,"Wednesday","Security","N",9209,1
"2024/5/8","102",18:23:00,"Wednesday","Operations - Operator","N",3414,1
"2024/5/8","85",18:31:00,"Wednesday","Operations - Operator","W",3480,1
"2024/5/8","79",18:31:00,"Wednesday","Utilized Off Route","E",7223,1
"2024/5/8","985",18:36:00,"Wednesday","Operations - Operator","E",9054,1
"2024/5/8","937",18:41:00,"Wednesday","Mechanical","W",8135,1
"2024/5/8","111",18:43:00,"Wednesday","Collision - TTC",NA,8161,1
"2024/5/8","75",18:46:00,"Wednesday","Operations - Operator","E",8963,1
"2024/5/8","123",18:48:00,"Wednesday","Utilized Off Route","W",8042,1
"2024/5/8","109",18:51:00,"Wednesday","Operations - Operator","S",7032,1
"2024/5/8","9",18:52:00,"Wednesday","Operations - Operator","S",3712,1
"2024/5/8","102",18:57:00,"Wednesday","Cleaning - Unsanitary","N",3403,1
"2024/5/8","52",19:25:00,"Wednesday","Mechanical","E",8877,1
"2024/5/8","32",19:31:00,"Wednesday","Vision","W",1420,1
"2024/5/8","61",20:00:00,"Wednesday","Mechanical","N",7039,1
"2024/5/8","25",20:09:00,"Wednesday","Operations - Operator","S",8710,1
"2024/5/8","133",20:30:00,"Wednesday","Mechanical","S",1260,1
"2024/5/8","84",20:55:00,"Wednesday","Cleaning - Unsanitary","E",3604,1
"2024/5/8","40",21:03:00,"Wednesday","General Delay","W",8164,0
"2024/5/8","99",21:03:00,"Wednesday","Diversion",NA,3572,0
"2024/5/8","84",21:07:00,"Wednesday","Diversion","W",8871,1
"2024/5/8","939",21:14:00,"Wednesday","Mechanical","W",9217,1
"2024/5/8","102",21:15:00,"Wednesday","Security","N",3424,1
"2024/5/8","20",21:35:00,"Wednesday","Diversion","W",8429,1
"2024/5/8","96",21:39:00,"Wednesday","Security","W",3562,1
"2024/5/8","40",21:42:00,"Wednesday","General Delay","W",8207,1
"2024/5/8","54",21:58:00,"Wednesday","Collision - TTC","W",8752,1
"2024/5/8","79",22:05:00,"Wednesday","Operations - Operator","N",7290,1
"2024/5/8","118",22:14:00,"Wednesday","General Delay","W",8340,0
"2024/5/8","54",22:18:00,"Wednesday","Mechanical",NA,8836,1
"2024/5/8","927",22:25:00,"Wednesday","Diversion","S",0,1
"2024/5/8","165",22:27:00,"Wednesday","Security",NA,8933,0
"2024/5/8","110",22:33:00,"Wednesday","Mechanical","S",8185,1
"2024/5/8","66",22:37:00,"Wednesday","Diversion","N",3359,1
"2024/5/8","45",22:54:00,"Wednesday","Security",NA,7304,1
"2024/5/8","47",22:56:00,"Wednesday","Mechanical","S",8378,1
"2024/5/8","116",22:57:00,"Wednesday","Mechanical",NA,3642,1
"2024/5/8","36",23:35:00,"Wednesday","Cleaning - Unsanitary","W",9114,1
"2024/5/8","9",00:01:00,"Wednesday","Collision - TTC","W",8568,1
"2024/5/8","129",00:11:00,"Wednesday","Security","S",3284,1
"2024/5/8","116",00:36:00,"Wednesday","Mechanical",NA,3459,1
"2024/5/8","24",00:39:00,"Wednesday","General Delay","N",8570,1
"2024/5/8","35",01:18:00,"Wednesday","Emergency Services",NA,1085,1
"2024/5/8","320",01:42:00,"Wednesday","Diversion","N",8743,1
"2024/5/8","325",01:46:00,"Wednesday","Operations - Operator","N",8819,1
"2024/5/9","54",02:30:00,"Thursday","Operations - Operator","W",8799,1
"2024/5/9","300",04:07:00,"Thursday","Emergency Services",NA,8613,0
"2024/5/9","64",05:01:00,"Thursday","Operations - Operator","E",8544,1
"2024/5/9","36",05:06:00,"Thursday","Mechanical","W",9132,1
"2024/5/9","320",05:42:00,"Thursday","Emergency Services",NA,7027,0
"2024/5/9","95",05:50:00,"Thursday","Security","E",3489,1
"2024/5/9","900",05:52:00,"Thursday","Cleaning - Unsanitary","E",3331,1
"2024/5/9","24",05:53:00,"Thursday","Operations - Operator","S",8401,1
"2024/5/9","66",06:07:00,"Thursday","Mechanical","S",3317,1
"2024/5/9","98",06:10:00,"Thursday","Mechanical","W",7022,1
"2024/5/9","939",06:22:00,"Thursday","Mechanical","W",3172,1
"2024/5/9","7",06:31:00,"Thursday","Mechanical","S",9012,1
"2024/5/9","32",06:37:00,"Thursday","Diversion","E",0,1
"2024/5/9","929",06:44:00,"Thursday","Road Blocked - NON-TTC Collision","E",9038,1
"2024/5/9","900",06:46:00,"Thursday","Cleaning - Unsanitary",NA,3338,1
"2024/5/9","29",06:50:00,"Thursday","Road Blocked - NON-TTC Collision","N",9152,1
"2024/5/9","52",06:50:00,"Thursday","Mechanical","E",1381,1
"2024/5/9","929",06:50:00,"Thursday","Road Blocked - NON-TTC Collision","S",9041,1
"2024/5/9","929",06:50:00,"Thursday","Diversion","S",0,1
"2024/5/9","128",07:00:00,"Thursday","Road Blocked - NON-TTC Collision","W",3510,1
"2024/5/9","184",07:00:00,"Thursday","Diversion","W",0,1
"2024/5/9","104",07:00:00,"Thursday","Diversion","E",8369,1
"2024/5/9","118",07:05:00,"Thursday","Diversion","W",7118,1
"2024/5/9","165",07:05:00,"Thursday","Diversion","W",0,0
"2024/5/9","96",07:06:00,"Thursday","Diversion","W",0,1
"2024/5/9","96",07:06:00,"Thursday","Diversion","W",8872,1
"2024/5/9","128",07:08:00,"Thursday","Diversion","W",0,1
"2024/5/9","996",07:15:00,"Thursday","Diversion","W",0,1
"2024/5/9","996",07:15:00,"Thursday","Diversion","W",3590,1
"2024/5/9","24",07:19:00,"Thursday","Utilized Off Route","N",8495,1
"2024/5/9","24",07:19:00,"Thursday","Utilized Off Route","N",8495,1
"2024/5/9","924",07:21:00,"Thursday","Utilized Off Route","S",8428,1
"2024/5/9","20",07:31:00,"Thursday","Utilized Off Route","N",8523,1
"2024/5/9","11",07:32:00,"Thursday","Security","S",8649,1
"2024/5/9","120",07:33:00,"Thursday","Mechanical","W",8877,1
"2024/5/9","120",07:33:00,"Thursday","Diversion","W",8877,1
"2024/5/9","120",07:33:00,"Thursday","Diversion","W",8877,1
"2024/5/9","47",07:43:00,"Thursday","Mechanical","N",7085,1
"2024/5/9",NA,07:59:00,"Thursday","Utilized Off Route",NA,8580,1
"2024/5/9","44",08:08:00,"Thursday","Mechanical","N",8149,1
"2024/5/9","7",08:17:00,"Thursday","Mechanical",NA,9000,1
"2024/5/9","960",08:21:00,"Thursday","Security",NA,3512,1
"2024/5/9","40",08:29:00,"Thursday","General Delay","W",8310,0
"2024/5/9","37",08:30:00,"Thursday","Emergency Services","S",8157,1
"2024/5/9","95",08:35:00,"Thursday","Mechanical","N",1208,1
"2024/5/9","95",08:35:00,"Thursday","Mechanical",NA,1208,1
"2024/5/9","7",08:38:00,"Thursday","Operations - Operator","W",9010,1
"2024/5/9","23",08:40:00,"Thursday","Diversion","N",8445,1
"2024/5/9","9",08:44:00,"Thursday","Mechanical",NA,8416,1
"2024/5/9","937",08:47:00,"Thursday","Mechanical","S",8079,1
"2024/5/9","937",08:47:00,"Thursday","Mechanical","E",8079,1
"2024/5/9","116",08:47:00,"Thursday","Mechanical","W",3642,1
"2024/5/9","86",08:49:00,"Thursday","Mechanical","E",1319,1
"2024/5/9","100",08:51:00,"Thursday","Mechanical","N",8549,1
"2024/5/9","11",08:53:00,"Thursday","Collision - TTC","N",8778,1
"2024/5/9","61",08:54:00,"Thursday","Collision - TTC","S",3506,1
"2024/5/9","54",08:56:00,"Thursday","Mechanical","E",3756,1
"2024/5/9","37",09:00:00,"Thursday","Mechanical","S",8121,1
"2024/5/9","34",09:09:00,"Thursday","Collision - TTC","W",8860,1
"2024/5/9","939",09:09:00,"Thursday","General Delay","N",3293,1
"2024/5/9","100",09:27:00,"Thursday","Mechanical","E",8549,1
"2024/5/9","14",09:59:00,"Thursday","Diversion","W",7313,1
"2024/5/9","11",10:00:00,"Thursday","General Delay","N",8681,0
"2024/5/9","25",10:04:00,"Thursday","Operations - Operator","N",8760,1
"2024/5/9","100",10:08:00,"Thursday","Mechanical",NA,8455,1
"2024/5/9","160",10:16:00,"Thursday","Mechanical",NA,8379,1
"2024/5/9","52",10:19:00,"Thursday","Mechanical","W",1360,1
"2024/5/9","52",10:22:00,"Thursday","Cleaning - Unsanitary","W",3536,1
"2024/5/9","119",10:32:00,"Thursday","Mechanical","W",3508,1
"2024/5/9","26",10:39:00,"Thursday","Investigation",NA,8132,1
"2024/5/9","24",10:44:00,"Thursday","Operations - Operator","S",8578,1
"2024/5/9","24",10:44:00,"Thursday","Operations - Operator","S",8578,1
"2024/5/9","169",10:45:00,"Thursday","Mechanical","E",1240,1
"2024/5/9","118",10:49:00,"Thursday","General Delay","W",8348,0
"2024/5/9","25",10:52:00,"Thursday","Collision - TTC","N",8667,1
"2024/5/9","51",10:52:00,"Thursday","Operations - Operator","S",3179,1
"2024/5/9","11",11:21:00,"Thursday","Security","N",8786,1
"2024/5/9","45",11:27:00,"Thursday","Mechanical","N",1420,1
"2024/5/9","39",11:30:00,"Thursday","Mechanical","N",3101,1
"2024/5/9","7",11:58:00,"Thursday","Mechanical","N",9018,1
"2024/5/9","102",11:58:00,"Thursday","Mechanical","S",3403,1
"2024/5/9","120",12:14:00,"Thursday","Mechanical","W",8877,1
"2024/5/9","89",12:17:00,"Thursday","Mechanical","S",8368,1
"2024/5/9","36",12:18:00,"Thursday","Security","W",9101,1
"2024/5/9",NA,12:20:00,"Thursday","Utilized Off Route","S",3712,1
"2024/5/9","125",12:22:00,"Thursday","Investigation","W",7070,1
"2024/5/9",NA,12:24:00,"Thursday","Utilized Off Route","N",8731,0
"2024/5/9","70",12:27:00,"Thursday","Utilized Off Route","W",8405,1
"2024/5/9","54",12:35:00,"Thursday","Emergency Services","W",8663,1
"2024/5/9","36",12:55:00,"Thursday","Operations - Operator","W",9111,1
"2024/5/9","165",13:16:00,"Thursday","Operations - Operator",NA,0,1
"2024/5/9","24",13:20:00,"Thursday","Mechanical","S",8471,1
"2024/5/9","BD",13:30:00,"Thursday","Collision - TTC",NA,0,0
"2024/5/9","996",13:33:00,"Thursday","Operations - Operator","E",0,1
"2024/5/9","112",13:35:00,"Thursday","Mechanical","S",8123,1
"2024/5/9","63",13:57:00,"Thursday","Mechanical","N",7024,1
"2024/5/9","13",14:00:00,"Thursday","Operations - Operator","N",8353,1
"2024/5/9","929",14:03:00,"Thursday","Operations - Operator","N",9139,1
"2024/5/9","63",14:09:00,"Thursday","Mechanical","N",8374,1
"2024/5/9","75",14:17:00,"Thursday","General Delay","N",8404,0
"2024/5/9","94",14:22:00,"Thursday","Cleaning - Unsanitary","E",8498,1
"2024/5/9","72",14:27:00,"Thursday","Security",NA,8492,1
"2024/5/9","40",14:32:00,"Thursday","Cleaning - Unsanitary","W",8185,1
"2024/5/9","43",14:38:00,"Thursday","Cleaning - Unsanitary","W",3272,1
"2024/5/9","116",14:44:00,"Thursday","Collision - TTC","S",3442,1
"2024/5/9","72",14:45:00,"Thursday","General Delay","N",8529,0
"2024/5/9","52",14:46:00,"Thursday","Emergency Services","S",1342,1
"2024/5/9","122",14:52:00,"Thursday","Collision - TTC","E",1516,1
"2024/5/9","96",14:54:00,"Thursday","General Delay","E",3567,1
"2024/5/9","7",15:04:00,"Thursday","Mechanical","N",9011,1
"2024/5/9","86",15:05:00,"Thursday","Operations - Operator","W",1323,1
"2024/5/9","925",15:07:00,"Thursday","Mechanical","W",8755,1
"2024/5/9","91",15:08:00,"Thursday","General Delay","S",8764,0
"2024/5/9","75",15:21:00,"Thursday","Emergency Services","S",8433,1
"2024/5/9","131",15:38:00,"Thursday","Cleaning - Unsanitary","W",1277,1
"2024/5/9","47",15:40:00,"Thursday","General Delay","N",8329,1
"2024/5/9","130",16:00:00,"Thursday","Mechanical","N",1221,1
"2024/5/9","996",16:06:00,"Thursday","Security","E",3620,1
"2024/5/9","102",16:11:00,"Thursday","Mechanical","N",3466,1
"2024/5/9","41",16:14:00,"Thursday","Mechanical","S",3742,1
"2024/5/9","924",16:28:00,"Thursday","Mechanical","N",8483,1
"2024/5/9","984",16:29:00,"Thursday","Mechanical","E",1372,1
"2024/5/9","54",16:32:00,"Thursday","Mechanical","E",8831,1
"2024/5/9","52",16:34:00,"Thursday","Mechanical","S",1383,1
"2024/5/9","89",16:34:00,"Thursday","Investigation","N",3523,1
"2024/5/9","52",16:37:00,"Thursday","General Delay",NA,8878,0
"2024/5/9","53",16:37:00,"Thursday","Collision - TTC","W",9213,1
"2024/5/9","952",16:37:00,"Thursday","General Delay",NA,1386,0
"2024/5/9","39",16:47:00,"Thursday","Mechanical","E",3293,1
"2024/5/9","110",16:50:00,"Thursday","Collision - TTC","S",8153,1
"2024/5/9","53",16:51:00,"Thursday","Mechanical","E",3295,1
"2024/5/9","79",16:52:00,"Thursday","Investigation","W",7307,1
"2024/5/9","75",17:03:00,"Thursday","Operations - Operator","E",8538,1
"2024/5/9","29",17:14:00,"Thursday","General Delay","N",9135,1
"2024/5/9","81",17:17:00,"Thursday","General Delay","S",8699,0
"2024/5/9","72",17:18:00,"Thursday","General Delay","S",8520,0
"2024/5/9","71",17:19:00,"Thursday","Mechanical","S",7231,1
"2024/5/9","95",17:20:00,"Thursday","General Delay","E",3469,0
"2024/5/9","47",17:25:00,"Thursday","Collision - TTC","N",3549,1
"2024/5/9","19",17:27:00,"Thursday","Collision - TTC","S",8403,1
"2024/5/9","100",17:35:00,"Thursday","General Delay","S",8459,0
"2024/5/9","45",17:47:00,"Thursday","Operations - Operator","N",7297,1
"2024/5/9","76",17:55:00,"Thursday","Security","N",0,0
"2024/5/9","96",17:59:00,"Thursday","Mechanical","W",3537,1
"2024/5/9","85",18:24:00,"Thursday","Mechanical","W",3648,1
"2024/5/9","116",18:30:00,"Thursday","Operations - Operator","W",1251,1
"2024/5/9","122",18:43:00,"Thursday","General Delay","E",1248,0
"2024/5/9","97",18:48:00,"Thursday","Collision - TTC","E",7092,1
"2024/5/9","60",18:48:00,"Thursday","Mechanical","E",7099,1
"2024/5/9","36",18:50:00,"Thursday","Collision - TTC","E",9114,1
"2024/5/9","63",18:55:00,"Thursday","Emergency Services","N",8365,1
"2024/5/9","22",19:00:00,"Thursday","General Delay","N",8600,0
"2024/5/9","20",19:04:00,"Thursday","Diversion",NA,8582,1
"2024/5/9","107",19:14:00,"Thursday","Mechanical","S",8361,1
"2024/5/9","116",19:15:00,"Thursday","Investigation","N",1275,1
"2024/5/9","63",19:49:00,"Thursday","Vision","S",7078,1
"2024/5/9","37",20:05:00,"Thursday","Emergency Services","S",8032,1
"2024/5/9","929",20:13:00,"Thursday","Operations - Operator","N",7252,1
"2024/5/9","40",20:29:00,"Thursday","General Delay","E",8310,0
"2024/5/9","7",20:35:00,"Thursday","Security","N",9015,1
"2024/5/9","84",20:51:00,"Thursday","Mechanical","W",1369,1
"2024/5/9","600",21:08:00,"Thursday","Mechanical",NA,3459,0
"2024/5/9","929",21:23:00,"Thursday","Security","N",1354,1
"2024/5/9","116",21:32:00,"Thursday","Operations - Operator","W",1200,1
"2024/5/9","113",21:50:00,"Thursday","Mechanical",NA,8421,1
"2024/5/9","29",21:55:00,"Thursday","Diversion","S",9027,1
"2024/5/9","939",21:56:00,"Thursday","Mechanical","N",3188,1
"2024/5/9","929",21:59:00,"Thursday","Diversion",NA,9024,1
"2024/5/9","26",22:11:00,"Thursday","Emergency Services",NA,8019,0
"2024/5/9","29",22:33:00,"Thursday","Mechanical","N",9019,1
"2024/5/9","97",22:41:00,"Thursday","Mechanical",NA,8373,1
"2024/5/9","8",23:25:00,"Thursday","Operations - Operator","N",8521,1
"2024/5/9","134",00:46:00,"Thursday","Operations - Operator","S",1231,1
"2024/5/9","LINE 1",01:01:00,"Thursday","Security","N",3254,1
"2024/5/9","320",01:35:00,"Thursday","Diversion","N",8771,1
"2024/5/9","302",01:52:00,"Thursday","Emergency Services","S",3437,1
"2024/5/10","68",03:38:00,"Friday","Cleaning - Unsanitary","W",9233,1
"2024/5/10","939",03:45:00,"Friday","Operations - Operator","S",9238,1
"2024/5/10","36",04:44:00,"Friday","Collision - TTC",NA,9122,0
"2024/5/10","32",05:25:00,"Friday","Diversion","E",3739,1
"2024/5/10","53",05:39:00,"Friday","Mechanical","W",3218,1
"2024/5/10","986",06:01:00,"Friday","Operations - Operator",NA,1605,0
"2024/5/10","24",06:37:00,"Friday","Mechanical","N",8598,1
"2024/5/10","60",06:41:00,"Friday","General Delay","W",7001,1
"2024/5/10","25",07:05:00,"Friday","General Delay","N",8754,1
"2024/5/10","29",07:10:00,"Friday","Operations - Operator","S",9144,1
"2024/5/10","52",07:14:00,"Friday","Mechanical","E",3606,1
"2024/5/10","121",07:16:00,"Friday","Operations - Operator","W",8527,1
"2024/5/10","97",07:18:00,"Friday","Operations - Operator","S",7008,1
"2024/5/10","14",07:41:00,"Friday","Diversion","W",7235,1
"2024/5/10","52",07:57:00,"Friday","Security","N",8884,1
"2024/5/10","38",07:57:00,"Friday","Mechanical","E",1251,1
"2024/5/10","38",07:59:00,"Friday","Collision - TTC","W",1536,1
"2024/5/10","86",08:30:00,"Friday","Road Blocked - NON-TTC Collision","W",1503,1
"2024/5/10","51",08:34:00,"Friday","General Delay","N",3153,1
"2024/5/10","85",08:43:00,"Friday","Security","W",1217,1
"2024/5/10","53",08:44:00,"Friday","Security","E",3296,1
"2024/5/10","929",08:44:00,"Friday","Mechanical","S",9143,1
"2024/5/10","96",08:47:00,"Friday","Mechanical","W",3709,1
"2024/5/10","71",08:50:00,"Friday","Mechanical","S",3742,1
"2024/5/10","960",08:52:00,"Friday","Security","E",7081,1
"2024/5/10","107",09:11:00,"Friday","Mechanical","S",8326,1
"2024/5/10","29",09:15:00,"Friday","Mechanical","N",9043,1
"2024/5/10","56",09:20:00,"Friday","Mechanical","N",8646,1
"2024/5/10","99",09:22:00,"Friday","Mechanical","W",3543,1
"2024/5/10","32",09:25:00,"Friday","Mechanical","W",1111,1
"2024/5/10","61",09:40:00,"Friday","Mechanical","W",3527,1
"2024/5/10","903",09:57:00,"Friday","Mechanical","S",9402,1
"2024/5/10","133",10:14:00,"Friday","Mechanical","E",3492,1
"2024/5/10","125",10:33:00,"Friday","Operations - Operator","E",1223,1
"2024/5/10","107",10:36:00,"Friday","Mechanical",NA,8352,1
"2024/5/10","25",10:37:00,"Friday","Mechanical","N",8720,1
"2024/5/10","53",10:39:00,"Friday","Operations - Operator","W",8915,1
"2024/5/10","54",10:49:00,"Friday","Mechanical","E",8628,1
"2024/5/10","38",10:58:00,"Friday","Road Blocked - NON-TTC Collision","W",3646,1
"2024/5/10","133",11:07:00,"Friday","Mechanical","N",3483,1
"2024/5/10","24",11:08:00,"Friday","Security","S",8603,1
"2024/5/10","43",11:14:00,"Friday","Mechanical","S",9227,1
"2024/5/10","53",11:21:00,"Friday","Operations - Operator","S",3286,1
"2024/5/10","129",11:24:00,"Friday","Investigation","N",3205,1
"2024/5/10","20",11:31:00,"Friday","Operations - Operator","E",8466,1
"2024/5/10","63",11:36:00,"Friday","Operations - Operator","E",8311,1
"2024/5/10","939",11:40:00,"Friday","Vision","W",3100,1
"2024/5/10","52",11:54:00,"Friday","Operations - Operator","W",8946,1
"2024/5/10","41",11:58:00,"Friday","Mechanical","N",7244,1
"2024/5/10","133",12:04:00,"Friday","Security","N",1614,1
"2024/5/10","24",12:05:00,"Friday","Security","S",8588,1
"2024/5/10","13",12:10:00,"Friday","General Delay","N",8347,1
"2024/5/10","905",12:25:00,"Friday","Mechanical","E",1218,1
"2024/5/10","32",12:27:00,"Friday","Mechanical","S",7290,1
"2024/5/10","54",12:35:00,"Friday","Cleaning - Unsanitary","W",8715,1
"2024/5/10","8",12:40:00,"Friday","Security","S",8499,1
"2024/5/10","165",12:48:00,"Friday","Operations - Operator","W",0,1
"2024/5/10","106",13:01:00,"Friday","Operations - Operator","W",7010,1
"2024/5/10","68",13:02:00,"Friday","Diversion",NA,0,1
"2024/5/10","61",13:16:00,"Friday","Operations - Operator","S",7028,1
"2024/5/10","43",13:30:00,"Friday","Vision","S",9227,1
"2024/5/10","165",13:36:00,"Friday","Collision - TTC","N",8927,1
"2024/5/10","985",13:43:00,"Friday","Mechanical","E",9049,1
"2024/5/10","24",13:46:00,"Friday","Mechanical","N",8524,0
"2024/5/10","104",13:51:00,"Friday","Operations - Operator","N",8337,1
"2024/5/10","41",14:41:00,"Friday","Mechanical","S",1045,1
"2024/5/10","985",14:42:00,"Friday","Mechanical","W",9061,1
"2024/5/10","945",14:43:00,"Friday","Operations - Operator","N",3738,1
"2024/5/10","75",14:46:00,"Friday","General Delay","S",8587,0
"2024/5/10","43",14:46:00,"Friday","Mechanical","S",3200,1
"2024/5/10","35",14:50:00,"Friday","Mechanical","S",1404,1
"2024/5/10","32",14:58:00,"Friday","Collision - TTC","E",7319,1
"2024/5/10","91",15:00:00,"Friday","Mechanical","E",8680,1
"2024/5/10","91",15:00:00,"Friday","General Delay","S",8680,0
"2024/5/10","35",15:02:00,"Friday","Emergency Services","S",1035,1
"2024/5/10","131",15:02:00,"Friday","Mechanical","E",1207,1
"2024/5/10","53",15:10:00,"Friday","Mechanical","W",9210,1
"2024/5/10","97",15:16:00,"Friday","Cleaning - Unsanitary","S",7058,1
"2024/5/10","96",15:18:00,"Friday","Operations - Operator","E",1340,1
"2024/5/10","945",15:24:00,"Friday","Mechanical","N",1420,1
"2024/5/10","24",15:32:00,"Friday","Collision - TTC","S",8501,1
"2024/5/10","123",15:34:00,"Friday","Mechanical","N",8084,1
"2024/5/10","45",15:35:00,"Friday","Operations - Operator","N",7309,1
"2024/5/10","54",15:45:00,"Friday","General Delay","W",8782,0
"2024/5/10","96",15:48:00,"Friday","Collision - TTC","W",3590,1
"2024/5/10","63",15:49:00,"Friday","Diversion","S",7016,1
"2024/5/10","960",15:51:00,"Friday","Operations - Operator","W",7081,1
"2024/5/10","32",15:54:00,"Friday","Mechanical","W",3734,1
"2024/5/10","106",15:55:00,"Friday","Security","N",8386,1
"2024/5/10","996",15:55:00,"Friday","Emergency Services",NA,3541,1
"2024/5/10","996",16:00:00,"Friday","General Delay","E",3541,0
"2024/5/10","161",16:03:00,"Friday","Diversion",NA,1407,1
"2024/5/10","106",16:04:00,"Friday","Security","S",7067,1
"2024/5/10","168",16:10:00,"Friday","General Delay","S",7242,0
"2024/5/10","112",16:12:00,"Friday","Mechanical","S",8121,1
"2024/5/10","939",16:13:00,"Friday","Security","E",3265,1
"2024/5/10","43",16:15:00,"Friday","Cleaning - Unsanitary","S",3216,1
"2024/5/10","63",16:16:00,"Friday","General Delay","S",7016,0
"2024/5/10","111",16:26:00,"Friday","Diversion","S",8106,1
"2024/5/10","75",16:32:00,"Friday","Collision - TTC","W",8611,1
"2024/5/10","996",16:37:00,"Friday","Operations - Operator","E",3625,1
"2024/5/10","63",16:44:00,"Friday","General Delay",NA,0,0
"2024/5/10","995",16:44:00,"Friday","Mechanical","W",1257,1
"2024/5/10","12",16:53:00,"Friday","Security",NA,8459,1
"2024/5/10","960",17:06:00,"Friday","Operations - Operator","W",7064,1
"2024/5/10","70",17:06:00,"Friday","General Delay","W",8475,0
"2024/5/10","75",17:08:00,"Friday","Collision - TTC","S",8587,1
"2024/5/10","52",17:08:00,"Friday","Mechanical",NA,8883,1
"2024/5/10","34",17:09:00,"Friday","Mechanical","W",8633,1
"2024/5/10","75",17:14:00,"Friday","Collision - TTC","S",8513,1
"2024/5/10","118",17:18:00,"Friday","Operations - Operator","E",8321,1
"2024/5/10","120",17:28:00,"Friday","Operations - Operator","W",3591,1
"2024/5/10","19",17:32:00,"Friday","General Delay",NA,8450,0
"2024/5/10","129",17:33:00,"Friday","Utilized Off Route","N",3127,1
"2024/5/10","11",17:33:00,"Friday","Diversion","N",8766,1
"2024/5/10","7",17:36:00,"Friday","Security","S",0,0
"2024/5/10","52",17:46:00,"Friday","Operations - Operator",NA,3571,1
"2024/5/10","59",17:46:00,"Friday","Operations - Operator","E",3525,1
"2024/5/10","985",17:51:00,"Friday","Mechanical","N",9069,1
"2024/5/10","32",18:03:00,"Friday","Vision","N",7318,1
